Hf,TVF,OH,SVF,TF,IP,phiedge
3648.29,836.819,-5.61202,-159.864,-773.024,-11.7901,-0.0442868
3515.56,1064.03,21122.8,-238.527,-837.395,73006.7,-0.0577176
3674.01,872.060,0.678213,129.202,-788.692,1.54271,-0.0276940
3548.87,1098.86,20941.7,51.7157,-850.710,68207.1,-0.0521431
3680.55,868.835,-4.57400,131.129,-774.213,0.130600,-0.0272538
3571.97,1071.42,19085.8,60.8992,-830.798,59134.9,-0.0515835
3676.51,866.349,2.13726,130.867,-774.111,-6.08189,-0.0272743
3588.08,1042.07,17319.9,70.7915,-825.690,47261.7,-0.0512252
3672.00,864.011,-7.14404,130.056,-777.970,-2.69454,-0.0273965
3599.30,1015.00,13886.1,78.3084,-817.084,37205.9,-0.0497156
3674.92,882.917,2.50749,190.735,-777.715,-8.45182,-0.0229887
3602.68,1035.66,14243.6,139.891,-817.366,35953.4,-0.0485651
3669.59,880.070,3.62435,189.317,-773.051,1.24694,-0.0235030
3576.37,1068.06,18821.0,127.255,-828.315,50060.9,-0.0504662
3672.87,880.457,6.16623,189.711,-775.126,-7.38159,-0.0231050
3549.27,1103.56,20500.6,113.623,-834.899,66267.9,-0.0507523
3674.26,894.000,-9.16403,237.698,-775.676,-18.7195,-0.0197768
3552.42,1117.33,20830.7,161.316,-835.946,65904.6,-0.0502299
3677.42,894.392,5.48737,238.278,-774.146,-11.4017,-0.0198598
3597.60,1068.43,16669.9,181.056,-820.439,41119.3,-0.0481368
3675.65,892.953,2.90043,238.275,-771.270,-19.3350,-0.0198209
3581.63,1087.87,18608.7,172.984,-824.768,50466.2,-0.0493993
3670.64,903.190,-1.07812,285.858,-770.470,-23.0246,-0.0166623
3613.34,1041.46,12602.7,239.821,-802.137,29257.8,-0.0448561
3670.25,902.731,2.49080,285.799,-769.669,-22.6032,-0.0174227
3580.08,1092.79,18295.7,224.156,-821.669,46331.4,-0.0483041
3677.40,904.179,1.97456,286.515,-776.320,-20.2675,-0.0167300
3556.31,1126.47,20678.4,211.195,-837.073,64078.3,-0.0485881
3673.87,914.229,-4.31603,336.165,-770.948,-25.6226,NaN
3561.21,1135.30,21382.7,262.232,-830.015,59494.4,-0.0490814
3670.02,867.026,-7.98008,-0.00716060,-774.120,-10.7966,-0.0349160
3602.42,1018.41,14034.2,-25.7961,-814.767,34762.9,-0.0524084
3671.34,913.899,2.53007,334.731,-764.186,-25.0374,-0.0150758
3588.19,1100.70,18076.5,274.475,-813.318,42762.8,-0.0469224
3683.16,898.428,4.89237,336.411,-767.509,-21.0353,-0.0151281
3637.35,1014.82,10022.2,296.755,-789.608,21092.2,-0.0407364
3675.76,868.113,1.43023,335.687,-768.846,-19.2411,-0.0166207
3631.91,988.605,10605.3,295.532,-791.885,20645.5,-0.0402070
3673.80,838.342,7.32221,384.840,-770.166,-23.0483,-0.0161299
3606.35,1014.75,16781.9,326.323,-810.787,33954.9,NaN
3667.76,839.955,-0.0512080,385.346,-765.984,-15.0494,-0.0158557
3569.85,1056.85,21469.5,313.568,-822.639,52119.5,-0.0453135
3668.79,840.369,-4.50112,386.388,-767.527,-27.7413,-0.0156913
3584.81,1038.85,19438.3,321.094,-816.006,43757.6,-0.0444841
4311.74,947.559,27.8598,-3.43530,0.228108,9.86748,-0.0379813
4220.36,1161.07,19520.3,-3.54450,0.590398,56603.5,-0.0446906
4317.41,947.746,25.4805,-3.52481,0.268363,9.75452,-0.0380284
4241.43,1141.31,18127.6,-3.65728,0.724580,50146.4,-0.0452091
4319.74,949.577,21.7769,-3.51228,0.205745,9.01141,-0.0380713
4240.87,1143.04,18214.6,-3.45320,0.134181,50578.4,-0.0452586
4311.35,949.666,23.7468,-4.13704,0.930324,12.5171,-0.0379790
4260.18,1093.37,13067.3,-4.23550,0.0134181,32042.7,-0.0449229
4329.90,950.468,24.6387,131.764,0.514362,13.7286,-0.0319937
4283.97,1092.02,13019.4,82.9037,0.778252,30562.6,-0.0428180
4327.14,945.608,18.6571,131.189,0.210218,14.8935,-0.0320274
4262.87,1125.58,17768.4,70.1542,0.791670,44149.7,-0.0437273
4331.45,948.312,14.5328,131.888,0.554617,11.5792,-0.0320253
4248.29,1161.07,20025.5,59.3614,0.201272,57005.1,-0.0435573
4328.14,951.382,23.2753,191.088,0.576980,18.6237,-0.0295553
4246.86,1162.03,19953.1,116.702,0.00447271,56270.7,-0.0425623
4323.90,950.401,15.7953,191.867,0.353344,14.4688,-0.0295188
4258.18,1127.02,17148.6,131.161,0.304145,44675.2,-0.0425292
4326.98,950.254,2.54134,192.601,0.245999,19.6612,-0.0295332
4282.44,1088.64,12783.6,143.950,0.500944,29123.4,-0.0412516
4323.59,958.995,21.2158,241.157,0.894543,23.4656,-0.0274906
4279.62,1089.25,11707.5,195.370,0.393599,27532.2,-0.0400853
4322.76,959.770,24.5322,240.922,0.277308,23.4599,-0.0275029
4263.12,1131.35,16704.1,181.178,0.380181,39799.1,-0.0415379
4325.09,958.153,20.4022,240.954,0.827452,22.8440,-0.0275387
4243.74,1164.39,19545.4,169.944,0.0894543,54109.8,-0.0418842
4328.99,969.744,21.2944,289.290,0.997415,28.6642,-0.0256318
4246.92,1177.73,19750.3,216.619,0.809561,54842.0,-0.0413783
4323.29,968.693,15.0714,289.333,0.782725,19.7560,-0.0255906
4260.11,1144.65,17155.8,228.355,0.854288,43484.5,-0.0411569
4333.18,969.094,10.3691,290.121,1.01978,24.0375,-0.0256790
4289.71,1101.65,11951.9,244.241,0.407017,28411.6,-0.0394744
4328.37,971.450,24.4818,337.737,0.465162,22.0063,-0.0237702
4291.01,1093.12,10706.5,295.226,0.143127,25125.4,-0.0380645
4324.13,969.646,23.5615,337.904,0.550144,22.8329,-0.0237785
4270.71,1134.20,15692.1,281.730,0.742471,36076.7,-0.0395338
4330.17,970.221,22.8544,338.117,0.509889,20.5241,-0.0238021
4250.18,1178.88,19916.0,266.040,0.335454,53709.3,-0.0405576
4322.90,987.291,9.34221,389.734,0.661962,26.7173,-0.0214923
4241.53,1194.56,19709.3,312.933,0.330981,54463.6,-0.0402294
4324.15,987.389,14.6788,386.657,0.746943,25.3050,-0.0216184
4268.07,1157.36,16544.9,327.297,0.907961,39041.9,-0.0394026
4325.71,987.683,22.2372,387.661,1.31498,19.6432,-0.0215861
4284.86,1109.06,10509.0,343.441,0.541198,25315.5,-0.0373270
4343.45,953.328,25.3683,-138.873,0.259417,13.3552,-0.0443488
4296.18,1094.42,13404.3,-187.449,1.42232,32640.7,-0.0499638
4340.31,937.817,24.0946,-138.769,0.438326,12.1593,-0.0446274
4282.78,1114.11,17728.8,-198.820,0.635125,41412.2,-0.0500109
4338.64,936.725,24.3638,-137.983,0.970579,8.57080,-0.0445873
4242.41,1155.83,20860.4,-215.642,0.0402544,65483.7,-0.0479675
4336.71,931.758,21.6930,-195.535,0.398072,8.25271,-0.0472586
4238.24,1152.65,21059.2,-273.755,0.500944,67206.3,-0.0489943
4329.46,929.402,12.4173,-195.939,0.925852,9.44703,-0.0472331
4271.60,1098.96,16306.9,-253.834,0.608289,40133.1,-0.0507005
4321.86,928.190,22.9553,-195.243,0.979524,10.8526,-0.0471448
4265.15,1099.51,17049.8,-258.654,0.957161,39145.7,-0.0510117
4327.00,896.940,22.6018,-245.100,0.746943,14.8905,-0.0500423
4282.03,1037.71,13366.7,-292.282,0.760361,30202.2,-0.0513150
4329.69,897.439,23.1013,-244.232,0.648544,17.8471,-0.0500372
4265.26,1074.31,17198.0,-305.183,0.760361,44176.6,-0.0512206
4327.05,896.116,17.2094,-245.301,0.675380,14.2998,-0.0500374
4236.04,1118.66,22213.1,-320.188,0.670907,62949.5,-0.0496820
4323.93,872.853,20.5593,-292.398,0.872179,13.4484,-0.0519855
4223.94,1094.40,20997.5,-368.956,0.527780,67071.6,-0.0504229
4321.99,873.851,14.8695,-292.674,0.755889,13.8169,-0.0518820
4251.75,1059.79,18992.0,-354.475,0.483053,49320.6,-0.0516545
4324.23,839.977,23.7580,-342.961,0.983997,19.3291,-0.0545144
4261.10,1026.76,19639.5,-403.869,0.491999,47120.2,-0.0522094
4344.00,837.803,17.3048,-342.490,0.594871,922.605,-0.0553896
4246.88,1061.32,21074.5,-418.228,0.858761,67490.2,-0.0498142
4330.69,814.011,17.4899,-341.144,0.943743,13.0710,-0.0541504
4237.99,1031.03,20034.9,-418.835,0.849816,62995.2,-0.0490102
4348.42,817.196,16.9007,-340.315,1.14501,10.4666,-0.0542572
4271.74,1015.61,19711.4,-408.572,0.0178909,53338.8,-0.0498578
4344.11,816.385,13.0514,-341.418,0.711162,9.33479,-0.0543276
4292.90,978.854,16179.4,-394.689,0.0849816,35351.4,-0.0516515
4795.13,953.199,44.8509,-5.15027,454.969,12.2313,-0.0374401
4698.76,1159.22,19220.4,-5.82873,424.501,47485.0,-0.0403774
4796.38,952.843,41.5177,-5.74639,500.108,0.0674508,-0.0370141
4712.24,1138.81,17440.4,-6.41948,471.138,41356.5,-0.0404518
4799.48,954.491,40.4908,-5.46533,472.775,-3.85786,-0.0373274
4726.78,1120.52,16195.4,-5.91824,446.292,35067.3,-0.0411674
4796.63,951.876,36.1871,-3.87926,446.122,-0.627781,-0.0374971
4724.96,1116.93,15893.6,-4.46822,418.928,35076.3,-0.0414528
4816.63,956.509,31.8606,-4.48075,440.348,1.86643,-0.0377332
4761.48,1078.74,10527.6,-5.27379,420.538,22147.4,-0.0408091
4806.52,956.326,38.5045,-5.42416,470.400,3.69782,-0.0373946
4742.98,1112.83,14595.4,-5.75355,446.252,31579.2,-0.0411653
4918.46,970.274,40.0700,-140.163,473.307,-0.136040,-0.0437444
4862.81,1097.53,11698.8,-183.215,454.486,25804.1,-0.0457446
4819.96,953.965,38.0499,-139.553,469.465,-1.84307,-0.0429308
4742.09,1131.40,17808.1,-201.233,445.214,42668.1,-0.0454153
4817.27,952.713,30.3400,-138.083,469.299,-1.84557,-0.0428868
4709.97,1161.47,19465.9,-217.648,434.372,57889.1,-0.0611347
4809.55,954.518,31.0695,-198.705,468.977,-2.54837,-0.0457595
4700.01,1164.70,19228.0,-268.571,436.506,59638.3,-0.0459136
4811.73,954.861,43.2068,-197.482,470.418,1.32719,-0.0456353
4725.27,1140.92,18446.7,-259.833,442.817,48659.4,-0.0460714
4824.54,958.228,36.4508,-196.969,467.806,-2.45122,-0.0457044
4767.70,1088.99,11789.0,-241.815,447.786,27590.1,-0.0466513
4809.21,944.419,36.9558,-245.358,471.590,2.74039,-0.0475641
4752.45,1070.06,11344.4,-289.493,451.941,26191.3,-0.0474838
4809.48,945.132,36.6191,-246.586,470.198,2.53659,-0.0476497
4742.43,1096.15,14057.9,-297.833,447.660,34410.3,NaN
4792.48,945.577,38.3530,-244.171,0.836398,9.44291,-0.0535746
4694.22,1169.00,21376.8,-321.570,0.178909,65185.2,-0.0523978
4767.54,930.827,31.8044,-293.058,0.729052,16.9743,-0.0559766
4666.00,1154.89,21315.0,-369.244,1.15843,66325.6,-0.0541414
4815.56,936.231,40.3730,-296.157,466.343,1.83747,-0.0501021
4720.10,1121.06,18540.3,-356.706,436.501,51541.5,-0.0490907
4810.66,935.469,37.8535,-295.964,464.272,4.67640,-0.0500848
4757.51,1058.88,11075.6,-337.834,444.771,26735.6,-0.0486681
4801.68,912.068,38.7850,-344.196,464.362,4.63701,-0.0518251
4750.65,1034.13,10865.8,-384.927,449.347,24641.7,-0.0494038
4792.92,911.048,38.8076,-343.244,467.506,2.61592,-0.0516163
4727.94,1084.39,17258.8,-401.500,464.397,41383.2,-0.0486826
4805.24,912.402,40.4235,-344.203,462.322,3.92741,-0.0517451
4701.72,1123.27,19435.9,-416.917,448.823,61093.5,-0.0473924
4806.02,878.065,30.6429,-392.351,461.888,-0.836148,-0.0530679
4705.16,1089.21,19528.6,-464.000,446.126,59485.9,-0.0473902
4793.62,876.987,38.6616,-391.332,465.686,6.63043,-0.0528055
4713.47,1056.29,17665.7,-451.974,461.598,47544.2,-0.0456705
4792.28,877.330,38.6392,-392.410,462.810,0.0256296,-0.0530907
4743.98,992.396,10102.1,-432.280,447.146,23007.1,-0.0495243
4798.70,952.223,34.5933,131.168,465.328,3.51574,-0.0327738
4710.60,1151.33,18208.6,62.5819,449.790,49503.6,-0.0383749
4805.58,963.476,37.5224,132.045,465.279,2.43351,-0.0328863
4732.52,1150.49,18706.9,68.1940,462.675,44813.1,-0.0392399
4830.39,980.168,40.1430,-2.57603,472.913,0.0589753,-0.0378672
4763.55,1146.99,16076.6,-27.4985,468.168,39905.0,-0.0421808
4811.07,965.962,36.8602,133.289,468.490,-2.39552,-0.0329351
4748.28,1125.11,15257.5,78.3370,459.831,36694.8,-0.0396117
4814.88,965.668,30.3118,133.101,467.184,-2.39731,-0.0329929
4761.75,1089.83,10617.3,90.6085,449.825,26133.8,-0.0388107
4812.94,987.665,40.6088,191.202,467.926,1.56493,-0.0311753
4757.97,1104.23,9821.03,151.416,449.593,24725.0,-0.0378911
4802.01,984.182,36.9895,192.155,467.260,3.00814,-0.0311605
4744.32,1122.73,12165.1,145.294,451.565,28899.0,-0.0382853
4805.97,984.868,30.7832,192.217,465.699,5.44524,-0.0311942
4716.57,1186.12,18630.9,121.542,452.482,50818.2,-0.0382765
4795.56,1001.02,39.4639,241.567,463.874,4.38179,-0.0297013
4706.84,1198.28,18119.3,172.750,447.728,50763.3,-0.0378290
4795.31,1003.38,38.1174,242.850,462.997,9.84795,-0.0296272
4735.66,1154.69,13960.5,188.125,450.845,31909.2,-0.0380548
4787.08,999.622,30.8056,241.516,463.834,9.12821,-0.0295699
4735.53,1115.06,9646.84,200.889,446.592,24488.9,-0.0371104
4797.56,1018.21,23.4380,289.809,462.362,6.53907,-0.0282644
4746.69,1137.14,10256.7,247.752,445.666,24149.2,-0.0366201
4793.01,1018.36,37.4159,289.990,463.503,7.10779,-0.0281631
4731.79,1175.42,14667.3,236.792,451.816,32790.4,-0.0375837
4802.14,1017.80,36.0861,290.321,463.261,1.32935,-0.0282900
4714.84,1219.41,18914.4,221.452,449.588,50035.8,-0.0381272
4795.56,1033.76,38.9812,338.296,461.052,1.87479,-0.0267438
4705.71,1234.37,18923.5,269.684,447.115,50686.6,-0.0376747
4787.49,1031.58,38.2240,338.500,464.894,8.55243,-0.0267410
4722.79,1203.61,16945.7,279.953,457.469,39054.3,-0.0374327
4800.18,1034.48,32.4834,338.543,464.961,9.08688,-0.0267417
4744.03,1161.86,11372.3,294.408,448.694,26601.7,-0.0364468
4797.49,1049.33,31.8269,393.855,464.312,5.00339,-0.0250148
4744.05,1183.62,12429.4,346.403,451.203,27452.3,-0.0360717
4801.32,1049.80,38.4485,394.487,462.528,8.40705,-0.0249722
4740.01,1220.42,17039.3,333.170,460.001,37000.6,-0.0370679
4805.04,1050.99,32.8033,392.664,461.951,12.4884,-0.0250634
4720.68,1250.26,18758.0,320.783,451.753,49676.0,-0.0373819
2172.41,530.319,-39.1514,-2.51516,-1819.83,-3.89403,-0.0233062
2064.15,758.709,19825.2,-2.29676,-1866.03,62173.7,-0.0547732
2223.15,529.700,-38.3825,-2.28244,-1804.86,7.65571,-0.0253127
2122.97,739.095,18404.2,-2.27170,-1842.52,57558.4,-0.0522668
2222.90,528.693,-38.0290,-1.91367,-1810.11,17.7706,-0.0253678
2143.22,710.340,16385.4,-2.02824,-1841.17,46743.8,-0.0515885
2224.65,528.635,-40.4698,-2.09090,-1808.42,11.3170,-0.0254909
2155.83,695.238,15057.9,-2.01034,-1834.51,40883.3,-0.0510326
2224.06,528.341,-40.8739,-1.96380,-1790.86,13.1236,-0.0254479
2167.58,677.660,13466.9,-2.18756,-1814.76,34520.3,-0.0502019
2229.59,528.181,-38.6967,-2.13386,-1783.24,9.09313,-0.0254572
2178.10,656.936,11184.9,-1.97275,-1803.20,29239.9,-0.0494426
2224.03,526.617,-41.7154,-1.98886,-1783.69,9.86141,-0.0255247
2176.21,643.554,9602.53,-2.08732,-1802.66,26512.5,-0.0488157
2234.76,462.269,-38.1076,132.727,-1783.20,14.0663,-0.0201464
2148.85,653.266,15844.3,68.0884,-1813.80,45708.5,-0.0222603
2233.12,463.788,-39.4487,133.085,-1781.99,12.6355,-0.0201812
2147.24,650.464,14871.3,69.4919,-1813.04,46445.0,-0.0226504
2242.87,482.907,-37.6081,134.175,-1765.03,8.83914,-0.0197646
2187.44,652.446,16227.5,77.4330,-1787.63,35889.2,-0.0418372
2242.44,482.841,-35.9302,134.163,-1763.19,5.02439,-0.0197718
2199.63,623.535,12933.6,86.7597,-1781.72,26131.3,-0.0400231
2237.61,500.085,-36.2164,-140.445,-1777.08,81.2634,-0.0431066
2163.69,681.963,17321.1,-201.630,-1806.52,48295.2,-0.0575824
2245.72,498.927,-36.0763,-140.846,-1772.98,106.991,-0.0433987
2156.99,693.808,18390.2,-204.521,-1805.71,56310.1,-0.0507886
2248.75,500.530,-33.8034,-140.221,-1772.18,112.953,-0.0431975
2186.38,667.949,16407.1,-195.529,-1795.43,43648.3,-0.0583610
2247.89,500.459,-36.5083,-140.937,-1777.91,86.6212,-0.0433071
2205.30,623.994,11257.6,-181.863,-1795.17,28887.8,-0.0566018
2253.15,488.485,-40.7562,-199.767,-1752.65,86.2554,-0.0429785
2209.23,610.607,11181.6,-240.342,-1769.60,28083.8,-0.0584821
2244.88,486.369,-37.5127,-199.512,-1768.17,82.5231,-0.0500597
2186.19,649.515,15952.3,-251.758,-1790.11,40665.9,-0.0591095
2248.14,487.643,-38.2310,-199.831,-1773.41,80.3428,-0.0500796
2132.09,716.893,20017.3,-277.063,-1815.44,69265.8,NaN
2239.96,465.877,-38.2421,-247.111,-1706.38,89.2293,-0.0556983
2127.64,687.242,19086.4,-324.812,-1747.74,66688.3,NaN
2241.87,465.752,-39.0334,-248.507,-1742.48,96.3055,-0.0563305
2181.38,632.079,16227.8,-301.930,-1766.32,42744.1,-0.0560466
2242.23,465.485,-40.5876,-247.863,-1732.47,81.3642,-0.0556844
2194.44,603.136,12894.9,-293.409,-1752.11,31051.6,-0.0603005
2241.74,465.734,-42.4394,-296.882,-1734.47,96.6398,-0.0569636
2196.38,596.281,12098.7,-338.403,-1752.87,31551.8,-0.0636502
2240.05,465.930,-38.3320,-296.952,-1734.80,93.4387,-0.0566372
2181.38,629.878,16156.4,-348.772,-1757.41,42124.4,-0.0635196
2242.37,465.347,-39.2857,-296.564,-1751.31,109.138,-0.0582336
2170.59,637.144,16402.6,-351.786,-1777.98,48436.5,-0.0579195
2244.03,447.310,-38.0289,-345.222,-1744.57,110.217,-0.0179240
2124.95,669.071,18419.4,-421.101,-1785.97,68685.7,NaN
2255.63,450.268,-36.3119,-345.812,-1752.63,88.5524,-0.0596116
2195.85,615.997,16375.5,-398.028,-1775.73,43090.4,-0.0637686
2245.88,448.486,-35.0717,-345.358,-1746.40,92.3128,-0.0593400
2201.93,576.640,11945.4,-388.420,-1763.96,30131.7,-0.0658229
2242.69,426.230,-36.9010,-394.084,-1738.41,94.0737,-0.0633835
2199.59,555.520,12079.8,-436.007,-1756.12,29133.8,-0.0589385
2253.26,429.410,-41.4126,-393.271,-1768.90,93.3845,-0.0632492
2196.08,592.458,15900.3,-446.190,-1790.68,40603.1,-0.0543120
2240.10,425.708,-37.1928,-394.283,-1736.32,107.306,-0.0628449
2148.03,617.280,16744.6,-458.809,-1770.42,55764.8,NaN
3643.07,848.312,10.2904,134.832,-749.537,9.72721,-0.0276129
3533.22,1071.04,20387.4,57.6823,-792.377,64959.7,-0.0501452
3647.72,850.165,15.8181,192.656,-743.826,18.3301,-0.0243249
3555.86,1053.36,19362.1,124.287,-781.915,57271.3,-0.0485474
3633.36,850.321,13.7466,243.389,-748.160,16.8122,-0.0213141
3558.27,1036.95,18211.0,179.167,-782.179,48758.7,-0.0472844
3639.06,874.698,13.6850,288.882,-744.805,4.99079,-0.0179918
3575.41,1034.03,14987.5,235.571,-773.775,36932.6,-0.0453784
3635.05,874.689,15.9631,338.514,-744.139,-2.82345,-0.0156705
3586.84,1010.37,12692.9,292.396,-766.905,26932.7,-0.0419618
3631.49,871.633,16.8286,348.192,-743.177,-3.69685,-0.0154276
3589.83,1000.13,11766.6,305.072,-768.962,23306.4,-0.0405033
3626.21,869.904,18.5092,356.389,-754.489,-18.9821,NaN
3586.75,993.096,11133.5,315.818,-777.259,20787.9,-0.0554990
3622.57,842.579,16.7002,355.166,-743.589,-9.00995,-0.0163261
3577.80,974.252,11965.2,312.725,-769.352,23864.1,-0.0401186
3619.21,841.412,18.8664,356.888,-751.367,-11.6088,-0.0161936
3574.25,975.286,12323.0,313.529,-777.304,23864.5,-0.0402546
3637.56,846.940,15.5444,0.588960,-742.766,-1.54902,-0.0355251
3570.01,1004.05,14678.5,-22.6329,-784.380,38322.8,-0.0516989
3630.20,845.684,15.2262,366.206,-745.454,-9.55986,-0.0160216
3584.07,977.571,12078.0,323.054,-771.896,23270.9,-0.0398854
3622.56,844.530,16.4265,376.082,-738.145,-16.9861,-0.0156036
3581.69,972.047,11777.1,332.816,-763.009,21421.4,-0.0388118
3622.11,844.632,17.9004,392.392,-745.861,-11.2349,-0.0147912
3587.26,947.978,8954.97,355.825,-763.483,16019.6,-0.0359476
3632.22,870.269,18.7437,328.699,-728.704,-7.82939,-0.0161779
3591.83,996.063,11576.8,286.816,-752.861,21674.2,-0.0401496
3955.47,890.663,31.3902,136.744,-550.345,6.02263,-0.0308251
3892.40,1052.14,15097.3,83.1561,-593.243,36966.6,-0.0482529
3947.91,891.006,26.4991,243.427,-546.512,19.3631,-0.0255749
3887.02,1051.48,15163.1,190.434,-588.314,35705.9,-0.0455626
3946.71,902.883,26.1027,340.626,-547.366,16.9495,-0.0206504
3896.82,1038.62,12379.7,295.200,-577.982,28687.7,-0.0424877
3948.91,916.554,22.9257,387.503,-551.101,12.7781,-0.0179676
3906.70,1044.41,11750.9,343.258,-580.008,24923.1,-0.0407039
3955.04,919.891,24.7906,387.040,-556.839,11.0744,-0.0179529
3909.14,1048.48,11898.4,343.202,-585.899,25407.7,-0.0410017
3949.92,915.053,25.1478,387.747,-553.409,20.5554,-0.0181859
3917.04,1020.90,9523.65,350.948,-573.348,17212.0,-0.0377231
3941.99,922.760,23.0038,389.134,-555.909,16.2185,-0.0175454
3905.77,1032.59,9816.75,353.628,-577.235,18422.4,-0.0382783
3248.03,740.418,4.95266,288.886,-1100.26,-15.3995,-0.0171805
3202.67,879.010,12903.9,244.279,-1127.29,26653.9,-0.0331160
3271.79,746.530,1.99340,339.037,-1079.76,-19.1616,-0.0153639
3231.70,877.900,12458.0,295.475,-1104.18,21946.3,-0.0401324
